Name,Profile,Tier,Gold,Silver,Bronze,Points
HML,https://www.kaggle.com/albertlu,expert,0,1,1,1053
Isak Jovic,https://www.kaggle.com/ivicajovic,master,1,3,2,1052
Andrei Klimovich,https://www.kaggle.com/klimovich,expert,0,1,1,1051
Michael Xiao,https://www.kaggle.com/michaelxiao,expert,0,1,2,1051
Jaco Cronje,https://www.kaggle.com/jacocronje,master,1,3,0,1050
friedeks,https://www.kaggle.com/friedeks,expert,0,0,2,1050
Robert Manolache,https://www.kaggle.com/slashie,expert,0,0,2,1049
pacificactuary,https://www.kaggle.com/pacificactuary,expert,0,0,2,1047
OpenMind,https://www.kaggle.com/luyaoxu,expert,0,2,0,1046
Sean Tai,https://www.kaggle.com/liangtai,expert,0,0,2,1046
Ivan Romanov,https://www.kaggle.com/irrmnv,expert,0,1,1,1044
jesperandersson,https://www.kaggle.com/jesperandersson,expert,0,0,2,1044
Zichen Wang,https://www.kaggle.com/zichen,expert,0,4,4,1043
tombdx,https://www.kaggle.com/tlentali,expert,0,1,1,1041
Prashanth Sekar,https://www.kaggle.com/prashanth1994,expert,0,1,2,1040
Ed,https://www.kaggle.com/edwinkwok,expert,0,2,0,1040
eipiplus1,https://www.kaggle.com/siliconvalley,expert,0,2,1,1039
Jeremy Howard,https://www.kaggle.com/jhoward,grandmaster,5,2,0,1036
maatkara,https://www.kaggle.com/maatkara,expert,0,1,1,1035
Vahid Mostofi,https://www.kaggle.com/vahidmostofi,expert,0,0,2,1035
Xiao Qiao,https://www.kaggle.com/xiaoqiao21,expert,0,1,2,1035
Gerome Pistre,https://www.kaggle.com/gpistre,expert,1,1,4,1034
Adrien,https://www.kaggle.com/adrienpapaioannou,master,1,4,2,1033
Ellunium,https://www.kaggle.com/ellunium,expert,0,1,1,1033
Momchil Georgiev,https://www.kaggle.com/sirguessalot,grandmaster,6,7,3,1032
Aakash Kerawat,https://www.kaggle.com/aakashkerawat,expert,0,1,1,1032
bran,https://www.kaggle.com/bran123,expert,0,1,1,1032
Michael Levinson,https://www.kaggle.com/mal000,expert,0,2,2,1031
Dario Solari,https://www.kaggle.com/dariosolari,expert,0,5,2,1030
redd,https://www.kaggle.com/numb3rs,expert,0,8,2,1030
DanBerman,https://www.kaggle.com/forensics409,expert,0,0,2,1029
xftts,https://www.kaggle.com/xf1994,expert,0,2,0,1029
Rokoson,https://www.kaggle.com/omoekan09,master,2,3,1,1028
Jean-Marc Wanka,https://www.kaggle.com/jeanwanka,expert,0,1,1,1028
desk165,https://www.kaggle.com/desk165,expert,1,1,1,1028
JoshAsh,https://www.kaggle.com/joshash,expert,0,2,2,1026
inf.turing,https://www.kaggle.com/infturing,expert,0,2,1,1026
aokh89,https://www.kaggle.com/aokh89,expert,0,1,1,1025
riSun,https://www.kaggle.com/ecki0388,expert,0,2,1,1025
demobin,https://www.kaggle.com/demobin,expert,0,1,1,1025
Daniel Korzekwa,https://www.kaggle.com/danielkorzekwa,master,2,1,0,1024
Gidi Shperber,https://www.kaggle.com/shgidi,expert,0,0,2,1023
Ryo Sato,https://www.kaggle.com/fr1dg3,expert,0,1,1,1023
Cy,https://www.kaggle.com/caselga,expert,0,1,2,1022
ShawnNg,https://www.kaggle.com/wuxiaohui,expert,1,1,0,1022
Fan Fei Chong,https://www.kaggle.com/clarkchong,expert,0,0,2,1022
Alex Howard,https://www.kaggle.com/alexhoward95,expert,0,0,2,1022
B Shang,https://www.kaggle.com/bshang,master,1,2,0,1021
Esfandiar Alizadeh,https://www.kaggle.com/idontcare,expert,0,5,2,1021
Sergazy Kalmurzayev,https://www.kaggle.com/loller,expert,0,2,0,1020
Wong Ching Kit,https://www.kaggle.com/yelrose,expert,1,1,0,1019
NavdeepGill,https://www.kaggle.com/navdeepgill,expert,0,0,2,1018
Jojo John Moolayil,https://www.kaggle.com/jojomoolayil,expert,0,1,2,1017
Charles Tintera,https://www.kaggle.com/eachshadow,expert,0,1,1,1017
Mark_AI,https://www.kaggle.com/markai,expert,0,2,1,1017
GM,https://www.kaggle.com/gm1248,master,1,1,1,1016
lumia,https://www.kaggle.com/lumia94,expert,0,1,1,1016
Euclides Filho,https://www.kaggle.com/euclides,master,1,6,2,1015
Daniil Larionov,https://www.kaggle.com/rexhaif,expert,0,0,2,1015
Panpan Zhou,https://www.kaggle.com/panpan7967,expert,0,2,1,1015
razgon,https://www.kaggle.com/razgon,master,2,5,14,1014
Javier Tejedor Aguilera,https://www.kaggle.com/javiertag,master,1,3,2,1014
Bing Xu,https://www.kaggle.com/binghsu,grandmaster,5,6,2,1013
MC07,https://www.kaggle.com/cbentes,expert,0,0,2,1013
yin,https://www.kaggle.com/yinsong,expert,0,0,2,1012
Ratul Ghosh,https://www.kaggle.com/ratulghosh,expert,0,1,1,1012
Ye Zhang,https://www.kaggle.com/zhangye,expert,1,1,0,1011
DmytroV,https://www.kaggle.com/visent,expert,0,1,2,1011
Kenji,https://www.kaggle.com/knjcode,expert,0,2,0,1011
Harshit,https://www.kaggle.com/harshit1395,expert,0,1,1,1011
wluokatabat,https://www.kaggle.com/wluo4ever,expert,1,1,0,1011
Shiyi Chen,https://www.kaggle.com/shiyichen41,expert,1,1,0,1011
gaddawin,https://www.kaggle.com/gaddawin,master,2,4,2,1010
Michael Hills,https://www.kaggle.com/michaelhills,expert,2,0,0,1010
lyz_aaa,https://www.kaggle.com/nishinihaha,expert,0,1,1,1010
OlivierJeunen,https://www.kaggle.com/olivierjeunen,expert,0,3,0,1008
Sota Misawa,https://www.kaggle.com/djentymitawa,expert,0,0,2,1008
Ricardo Merino Raldua,https://www.kaggle.com/ricardom,expert,0,2,1,1007
Datador,https://www.kaggle.com/anowak,expert,0,1,3,1006
nai2283,https://www.kaggle.com/merceddong,expert,0,1,1,1006
praritlamba,https://www.kaggle.com/praritlamba,expert,0,0,2,1005
HAOYU-LI,https://www.kaggle.com/haroldlee,expert,0,1,1,1005
richinmind,https://www.kaggle.com/richinmind,expert,0,2,3,1005
Biswa G Singh,https://www.kaggle.com/bisgsingh,expert,0,1,1,1003
SDCS_Sicong,https://www.kaggle.com/sdcsicongliu,expert,1,1,0,1003
Jayaraman,https://www.kaggle.com/valadi,expert,0,2,3,1002
AlvaroSanchez,https://www.kaggle.com/alvarosanchez,expert,0,0,2,1002
TianweiXing,https://www.kaggle.com/stevenxtw,expert,1,1,0,1001
Sasho Nedelkoski,https://www.kaggle.com/salkaa,master,1,3,0,1001
Sikai Yin,https://www.kaggle.com/michaelsky,expert,1,1,0,1001
Supriyo,https://www.kaggle.com/supriyoc,expert,1,1,0,1001
Mani Srivastava,https://www.kaggle.com/manisrivastava,expert,1,1,0,1001
Scott Thompson,https://www.kaggle.com/sthompson,expert,0,1,5,999
Ed Santos,https://www.kaggle.com/uriante,expert,0,1,2,999
Ionstine,https://www.kaggle.com/zheng11,expert,0,3,1,999
Stanislav K.,https://www.kaggle.com/kuliksv,expert,0,1,2,999
Vishultz Macqee,https://www.kaggle.com/celhim,expert,0,0,2,999
c_ozbek,https://www.kaggle.com/c1ozbek,expert,0,1,1,998
AdrianL,https://www.kaggle.com/adrian6644,expert,0,0,2,998
Tonghao_Z,https://www.kaggle.com/tzhang2tb,expert,0,0,2,998
Shashi Godbole,https://www.kaggle.com/srgodbole,master,4,8,7,997
Dieselboy,https://www.kaggle.com/dieselboy,master,3,4,5,997
tour1st,https://www.kaggle.com/tour1st,expert,0,2,1,997
Maher Deeb,https://www.kaggle.com/maherdeebcv,expert,0,0,2,997
hustmonk,https://www.kaggle.com/hustmonk,master,2,3,4,995
MohamedShawky,https://www.kaggle.com/mohshawky,expert,0,1,1,993
BartekP,https://www.kaggle.com/bartekp,expert,0,0,4,992
Vivek Pandey,https://www.kaggle.com/thevivekpandey,expert,0,1,1,992
lannelin,https://www.kaggle.com/lannelin,expert,0,1,1,990
David Vogel,https://www.kaggle.com/dvmodeler,master,1,3,0,989
Pavel Solovev,https://www.kaggle.com/palsol,expert,0,1,2,985
BigMorning,https://www.kaggle.com/chjcj6565122,expert,0,1,1,983
angusan,https://www.kaggle.com/angusan,expert,0,1,1,983
Rudolph,https://www.kaggle.com/rshally,expert,0,2,0,982
Marnix Koops,https://www.kaggle.com/marnixk,expert,0,1,1,982
lsfszyf,https://www.kaggle.com/lsfszyf,expert,0,1,1,982
Soumitra Agarwal,https://www.kaggle.com/artimous,expert,0,2,1,981
LeGeN,https://www.kaggle.com/obayda,expert,0,1,3,981
Stefan Henß,https://www.kaggle.com/shenss,grandmaster,7,5,6,980
GLR,https://www.kaggle.com/glross,expert,0,1,1,980
SiewKamOnn,https://www.kaggle.com/kosiew,expert,0,0,2,979
AdW,https://www.kaggle.com/ziscenko,expert,0,0,2,979
Sonny Liu,https://www.kaggle.com/sonnyai,expert,0,3,0,978
nkrnrnk,https://www.kaggle.com/nickreinerink,expert,0,1,1,977
Bhambhani Mohan,https://www.kaggle.com/mohanpb,expert,0,0,2,977
nickl,https://www.kaggle.com/nlothian,expert,0,1,2,976
Emil Kayumov,https://www.kaggle.com/emilkayumov,expert,0,2,2,975
admu,https://www.kaggle.com/a553649508,expert,0,1,1,975
Shouqing Chen,https://www.kaggle.com/danechen,expert,0,2,0,975
diaman,https://www.kaggle.com/dselivanov,expert,0,3,3,974
Nishad,https://www.kaggle.com/nishadc,expert,0,1,1,973
Adrian,https://www.kaggle.com/atfisnotatf,expert,0,1,1,973
Ying Yao,https://www.kaggle.com/shakewingo,expert,0,1,1,973
Kenneth Lim,https://www.kaggle.com/kennethlimjf,expert,0,1,1,972
tsukahara,https://www.kaggle.com/tsukahara,expert,0,2,0,972
harkmug,https://www.kaggle.com/harkmug,master,1,2,0,971
Janek,https://www.kaggle.com/jasiekl,master,1,3,0,970
qi.zhang,https://www.kaggle.com/qizhang22,expert,0,0,3,970
GarimaJ,https://www.kaggle.com/fangorn,expert,0,2,0,969
ShengSu,https://www.kaggle.com/shenghac,expert,0,1,1,969
Alex Boulangé,https://www.kaggle.com/gelanbou,expert,0,0,4,968
Ramanjot Bhatia,https://www.kaggle.com/rjsbhatia,expert,0,2,2,967
Oleg Zamoshchin,https://www.kaggle.com/turegum,expert,0,0,2,967
dudemeister,https://www.kaggle.com/dudemeister,expert,0,2,0,967
Wei Zheng,https://www.kaggle.com/ishootlaser,expert,0,0,2,965
XiangLu Xiao,https://www.kaggle.com/xxlelementalconcept,expert,0,1,1,965
Baris Kanber,https://www.kaggle.com/bk0000,expert,0,3,2,963
Ramil G,https://www.kaggle.com/lolik11110,expert,0,1,1,962
Prabu Palanisamy,https://www.kaggle.com/mechallenge,expert,0,2,0,961
zxie,https://www.kaggle.com/zhihui,expert,0,0,3,960
hoshi524,https://www.kaggle.com/hoshi524,expert,0,1,1,960
Gaurav Chawla,https://www.kaggle.com/mlaspirant,expert,0,1,2,959
Brach,https://www.kaggle.com/datamagic,expert,0,0,2,959
Haozhen,https://www.kaggle.com/alanwuxm,expert,1,1,0,959
Misha E,https://www.kaggle.com/amnezzia,expert,0,3,0,957
Diana Puzanava,https://www.kaggle.com/dianapuzanava,expert,0,1,1,955
Cavor,https://www.kaggle.com/cavor1,expert,0,1,1,954
Thomas Hepner,https://www.kaggle.com/tenaciousterrier,expert,0,1,6,954
derplearning,https://www.kaggle.com/gamerx,expert,0,0,2,953
ahaldenby,https://www.kaggle.com/adrianhaldenby,master,1,6,1,953
Chen Ken,https://www.kaggle.com/nutastray,master,1,2,2,952
Xing HAN,https://www.kaggle.com/latover,expert,0,2,0,952
DamienHennom,https://www.kaggle.com/damienhen,expert,0,1,2,951
j_scheibel,https://www.kaggle.com/jscheibel,expert,0,2,4,949
Kumaresh,https://www.kaggle.com/kumareshd,expert,0,3,4,949
Pierroteknik,https://www.kaggle.com/pierroteknik,expert,0,1,1,948
AhmadKhan,https://www.kaggle.com/ask788,master,1,2,3,946
B Yang,https://www.kaggle.com/byang1,grandmaster,5,6,4,943
vignesh vijayarajan,https://www.kaggle.com/vigneshinfy,expert,0,1,2,942
vik t,https://www.kaggle.com/viktxn,expert,0,0,2,942
Jaehyun Park,https://www.kaggle.com/alchun,expert,0,0,2,942
Josh Stone,https://www.kaggle.com/joshstone,expert,0,2,3,940
deltap,https://www.kaggle.com/yuxipan,expert,0,4,3,937
stys,https://www.kaggle.com/stysin,expert,0,2,0,936
Horizon@AI酱,https://www.kaggle.com/fuhang,expert,0,2,0,935
Vin,https://www.kaggle.com/bvineeth007,expert,0,1,3,935
arvidzt,https://www.kaggle.com/arvidzt,expert,0,1,1,935
mcjordan,https://www.kaggle.com/youngjaeyu,expert,1,0,1,935
ikretus,https://www.kaggle.com/ikretus,master,1,4,7,933
Sami33,https://www.kaggle.com/sami33,expert,0,1,1,933
CrazyBoy,https://www.kaggle.com/tangchuanxin,expert,0,1,1,932
Iaroslav Melekhov,https://www.kaggle.com/yaby87,expert,0,1,1,932
SatendraKumar,https://www.kaggle.com/satendrakumar,expert,0,2,3,932
ytac8,https://www.kaggle.com/ytac0223,expert,0,2,0,932
Julia Ivkina,https://www.kaggle.com/juliaivkina,expert,0,1,1,930
romil kulshrestha,https://www.kaggle.com/kromil,expert,0,0,2,928
Snow Dog,https://www.kaggle.com/snowdog,expert,0,2,5,928
Matteo Franchi,https://www.kaggle.com/franchi,expert,1,1,1,927
ferrari_458,https://www.kaggle.com/vinayraod,expert,0,0,2,927
Kim Quy,https://www.kaggle.com/quyntk,master,1,3,2,926
Booster,https://www.kaggle.com/cerealcorrelation,expert,0,2,1,925
varun nambiar,https://www.kaggle.com/varunnambiar,expert,0,0,2,925
prlz77,https://www.kaggle.com/prlz77,expert,0,2,0,925
Sergey Tilga,https://www.kaggle.com/tilgasergey,expert,0,4,2,925
dreeux,https://www.kaggle.com/dreeux,expert,0,1,2,924
Adam Harasimowicz,https://www.kaggle.com/aharasim,expert,0,6,2,923
Mohit,https://www.kaggle.com/mohitsital,expert,0,0,2,923
MakeMLGreateAgain,https://www.kaggle.com/vivalavida1989,expert,0,1,2,921
Ben Rift,https://www.kaggle.com/benrift,expert,0,1,1,921
ZZZZ,https://www.kaggle.com/zachariahpang,expert,0,0,2,920
Insearch,https://www.kaggle.com/insearch,expert,0,0,2,919
A shrubbery,https://www.kaggle.com/anomaly3990,expert,0,1,2,919
snapperwiffer,https://www.kaggle.com/rodinai,expert,0,0,2,919
Eagle's Nest,https://www.kaggle.com/awisbith,expert,0,0,5,918
laserwolf,https://www.kaggle.com/vvarkey,expert,0,2,3,918
CrazyStonesSmokingBarrels,https://www.kaggle.com/mutian,expert,0,2,1,918
DeepData,https://www.kaggle.com/deepdata,expert,0,1,3,918
Rafael Alencar,https://www.kaggle.com/rafjaa,expert,0,1,1,918
Noah Xiao,https://www.kaggle.com/noahxiao,master,1,0,1,916
Nigel,https://www.kaggle.com/trioptic,expert,0,0,2,915
Denis Sokolov,https://www.kaggle.com/cubbeewan,expert,0,2,2,914
CYR_ISFA,https://www.kaggle.com/cyrisfa,master,2,2,2,913
Michael 5.,https://www.kaggle.com/rnichael,expert,0,1,1,913
JdPaletto,https://www.kaggle.com/jdpaletto,expert,0,2,1,913
leon,https://www.kaggle.com/liyihang,expert,0,1,1,913
Anton Potapchuk,https://www.kaggle.com/antonpotapchuk,expert,0,0,2,911
Nabin,https://www.kaggle.com/nabinn,expert,0,2,2,911
john,https://www.kaggle.com/iwisly,expert,0,1,1,910
AV,https://www.kaggle.com/vikulin,expert,1,0,1,910
tuomas_s,https://www.kaggle.com/tuanmann,expert,0,2,0,909
Taka,https://www.kaggle.com/taka152,expert,0,1,1,909
George Mohler,https://www.kaggle.com/george04,master,1,3,1,908
Moomin,https://www.kaggle.com/wenxuanchen,expert,1,1,0,908
Chu Ruosi,https://www.kaggle.com/churuosi,expert,0,1,1,908
Jegs,https://www.kaggle.com/simjeg,expert,1,1,0,906
John Park,https://www.kaggle.com/sigint,expert,0,7,5,905
Yuriy Guts,https://www.kaggle.com/nogutsnoglory,expert,0,2,0,904
Fuchsia,https://www.kaggle.com/fc695355831,expert,0,2,0,904
Yanni,https://www.kaggle.com/kagglechicken,expert,0,2,0,904
Daniel Yoo,https://www.kaggle.com/danielyoo,master,1,2,3,903
Han Yu,https://www.kaggle.com/zeonsunlight,expert,0,2,3,903
huangfuzd,https://www.kaggle.com/huangfuzd,expert,0,2,0,903
Sergey Moskvin,https://www.kaggle.com/smoskvin,master,1,2,0,901
Błażej,https://www.kaggle.com/blazej0,expert,1,1,0,899
Alper Baspinar,https://www.kaggle.com/alperbaspinar,expert,0,2,1,899
Wenhao Li,https://www.kaggle.com/lwh1996,expert,0,1,1,899
Sang Su Lee,https://www.kaggle.com/sangsulee,master,1,3,1,897
IA,https://www.kaggle.com/ia1982,expert,0,1,1,897
srinike,https://www.kaggle.com/srinike,expert,0,0,2,895
hungk20,https://www.kaggle.com/hungk20,master,1,1,1,893
Ali el Hassouni,https://www.kaggle.com/alielhassouni,expert,0,2,0,892
imp555,https://www.kaggle.com/imp555,expert,0,0,2,892
Sergei Shirkin,https://www.kaggle.com/doktrlist,expert,0,1,1,891
kevinli0918,https://www.kaggle.com/kbl4ew,expert,1,0,3,891
Pengyu_He,https://www.kaggle.com/pengyuml,expert,0,1,2,891
YAD,https://www.kaggle.com/dyn1990,expert,0,1,1,890
Egor Lakomkin,https://www.kaggle.com/egorlakomkin,expert,0,2,2,888
Ricardo Luján,https://www.kaggle.com/rikhard,expert,0,2,0,888
nkhuyu,https://www.kaggle.com/nkhuyu,expert,0,3,5,886
yongyong,https://www.kaggle.com/ykwon0407,expert,0,2,0,886
GP,https://www.kaggle.com/datascientist1,expert,0,0,2,886
Emanuel Sena,https://www.kaggle.com/dariosena,expert,0,1,1,884
Anatoliy,https://www.kaggle.com/tolyapro,expert,0,2,2,883
Viktor Reushkin,https://www.kaggle.com/kagg1er,expert,0,1,4,883
Andrey Bogomolov,https://www.kaggle.com/andreybogomolov,expert,0,2,2,882
Vlad Teodorescu,https://www.kaggle.com/vladteodorescu,expert,0,6,0,882
Ivan Malygin,https://www.kaggle.com/ivanmalygin,expert,0,2,0,882
KarimAmer,https://www.kaggle.com/karimamer,expert,0,1,2,881
Fernando Constantino,https://www.kaggle.com/fernandoconstantino,master,1,2,5,881
quentin.y,https://www.kaggle.com/quentiny,master,1,2,2,880
qmaruf,https://www.kaggle.com/qmaruf,expert,0,2,3,879
pekinois,https://www.kaggle.com/pekinois,master,1,2,2,879
Rafał Jankowski,https://www.kaggle.com/raalsky,expert,0,0,2,878
Yury Tavyrikov,https://www.kaggle.com/tavyrikov,expert,0,1,1,877
Zhaoyu,https://www.kaggle.com/zhaoyuwang,expert,0,1,2,877
Tomomu Iwai,https://www.kaggle.com/tomotomo5,expert,0,0,2,876
Enrique Herreros,https://www.kaggle.com/kikexclusive,expert,0,0,2,875
Pierre-Chaville,https://www.kaggle.com/pchaville,expert,0,2,2,874
Luyan,https://www.kaggle.com/petitblue,expert,0,1,2,873
Burhan,https://www.kaggle.com/burhanusm,expert,0,1,2,873
Mudit,https://www.kaggle.com/muditsaxena,expert,0,0,2,871
Niall,https://www.kaggle.com/niallm,expert,0,0,1,871
Jason Liu,https://www.kaggle.com/jiashenliu,expert,0,2,1,871
Anzor Berezgov,https://www.kaggle.com/beanz7,expert,0,1,1,870
John Dunavent,https://www.kaggle.com/johndun,master,2,1,1,869
Patrick Blackwill,https://www.kaggle.com/paddykb,expert,0,5,0,867
Bikash Agrawal,https://www.kaggle.com/bikasha,expert,0,2,1,866
square7,https://www.kaggle.com/square8857,master,1,2,0,865
wallyCH46,https://www.kaggle.com/wallych46,expert,0,4,0,863
Mukul Ingle,https://www.kaggle.com/mukul97,expert,0,0,2,863
Wesley Goi,https://www.kaggle.com/etheleon,expert,0,0,3,862
Road To Reality,https://www.kaggle.com/roadtoreality,expert,0,2,1,862
R2of20,https://www.kaggle.com/r2of20,expert,1,1,0,862
Brett Montague,https://www.kaggle.com/thebrettrgm,expert,0,0,2,862
Duo Cao,https://www.kaggle.com/caoduo12,expert,0,0,2,862
octonion,https://www.kaggle.com/octonion,expert,0,1,1,861
Jinsong Zheng,https://www.kaggle.com/zjs571,expert,0,1,1,860
Alchemist,https://www.kaggle.com/alchemist,expert,0,2,3,858
David Beniaguev,https://www.kaggle.com/selfishgene,master,1,4,3,857
Sergii Serednii,https://www.kaggle.com/sergii,expert,0,0,2,857
Christian Kiss-Tóth,https://www.kaggle.com/ktchris,master,1,2,0,855
Team P3,https://www.kaggle.com/dbiddy44,expert,0,1,1,854
Denis,https://www.kaggle.com/rydenisbak,expert,0,2,0,854
Alex Zveryansky,https://www.kaggle.com/azveryansky,expert,0,1,2,852
Ilya Fedorov,https://www.kaggle.com/sorrow321,expert,0,0,2,852
AlexeyStolyar,https://www.kaggle.com/alexeyst,expert,0,2,2,851
coolz,https://www.kaggle.com/cooolz,expert,0,1,1,851
Dean McKee,https://www.kaggle.com/deanmckee,master,1,3,1,850
YugangHu,https://www.kaggle.com/yuganghu,expert,0,0,2,850
Neil Summers,https://www.kaggle.com/neilsummers,master,2,2,3,849
nernst,https://www.kaggle.com/nernst,expert,0,0,3,849
Basilisk,https://www.kaggle.com/vasilievigor,expert,0,2,0,848
ajugo,https://www.kaggle.com/rekonder,expert,0,1,1,848
Alexandra Yakunina,https://www.kaggle.com/alexya,expert,0,1,1,848
Dima Ischenko,https://www.kaggle.com/ischenkods,expert,0,1,1,848
Fergss,https://www.kaggle.com/sshaverd,expert,0,1,1,848
hoi,https://www.kaggle.com/hoihui,expert,0,2,0,847
zxfsheep,https://www.kaggle.com/zxfsheep,expert,0,2,0,847
WarBean,https://www.kaggle.com/warbean,expert,1,0,1,846
Qihang Wang,https://www.kaggle.com/wangqihanginthesky,expert,0,0,2,846
lpigou,https://www.kaggle.com/lpigou,expert,2,0,0,845
jk_fr,https://www.kaggle.com/butamon,expert,0,3,1,844
Will Koehrsen,https://www.kaggle.com/willkoehrsen,expert,0,2,0,844
Majid Taghdimi,https://www.kaggle.com/mtaghdimi,expert,0,1,1,843
bigzhao,https://www.kaggle.com/bigzhao,expert,0,1,1,842
nabekazu,https://www.kaggle.com/nabekasu,expert,0,0,2,842
KimoonF,https://www.kaggle.com/kimoonf,expert,0,1,1,840
Maria Kolos,https://www.kaggle.com/florist1,expert,0,1,1,840
Maciej Mazur,https://www.kaggle.com/augustyn,expert,0,1,1,838
shiwei liu,https://www.kaggle.com/walkwind,expert,0,0,2,838
午夜屠猪男,https://www.kaggle.com/wzf19947,expert,0,2,0,838
liubieqian,https://www.kaggle.com/liubieqian,expert,0,0,3,837
Prince Grover,https://www.kaggle.com/grroverpr,expert,0,1,1,834
RS,https://www.kaggle.com/shimman,expert,0,0,2,833
vbk,https://www.kaggle.com/kolachalama,expert,0,1,3,832
OverfitterScientist,https://www.kaggle.com/duttaroy,expert,0,0,2,832
Raymond,https://www.kaggle.com/raymondjia,expert,0,0,2,832
Jeung H Byun,https://www.kaggle.com/jhb115,expert,0,1,1,832
Jeffrey,https://www.kaggle.com/jeffreydf,master,3,1,1,831
Max,https://www.kaggle.com/minixmax,expert,1,0,1,830
Nikolay,https://www.kaggle.com/dorgun,expert,0,1,1,830
LCNi,https://www.kaggle.com/nlceyes,expert,0,0,2,830
AlvinZhu,https://www.kaggle.com/gbammc,expert,0,1,1,829
shail,https://www.kaggle.com/singhs,master,2,2,2,827
Chibadai,https://www.kaggle.com/chibadai,expert,0,0,2,827
Rajag,https://www.kaggle.com/rajapasupuleti,expert,1,0,2,826
fgll,https://www.kaggle.com/flippke,expert,0,1,2,826
nishi,https://www.kaggle.com/nishikawa,expert,0,1,1,826
Diego,https://www.kaggle.com/dmenin,expert,0,1,2,825
Rick Wu,https://www.kaggle.com/tcvrick,expert,0,0,2,825
Shen Yue,https://www.kaggle.com/syisawesome,expert,0,1,1,825
riktor,https://www.kaggle.com/riktor,expert,0,1,1,824
Daft Vader,https://www.kaggle.com/syeddanish,expert,0,1,3,824
Tony Liu,https://www.kaggle.com/tloinuy,master,1,4,4,822
Jiming Ye,https://www.kaggle.com/yejiming,expert,0,5,3,822
Knari Anas,https://www.kaggle.com/infoexoship,expert,0,1,2,822
